网站名,品类,商家名称,地址,评分,人均消费,评论数,商圈
美团,美食,贡茶（万达店）,仓山区金榕南路553—15号,4.2,15,49,红星爱琴海广场
美团,美食,超级物种（爱琴海店）,仓山区浦上大道19号爱琴海商场负一楼,3.5,97,17,红星爱琴海广场
美团,美食,多多渔坊,仓山区金榕南路553号锦绣闽江港头新居11号楼1层05店面（东兴牛肉对面）,4.1,36,14,红星爱琴海广场
美团,美食,蜜思李烘焙（仓山店）,仓山区凤冈路4号,3.9,20,20,红星爱琴海广场
美团,美食,广芳园老香港茶点（爱琴海店）,仓山区浦上大道198号东百爱琴海6层13铺,4.1,19,17,红星爱琴海广场
美团,美食,鱼旨寿司（红星店）,仓山区浦上大道198号红星爱琴海购物公园5楼,5,62,224,红星爱琴海广场
美团,美食,芝根芝底（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园1层,3.4,22,653,红星爱琴海广场
美团,美食,UQ西班牙铁锅饭（爱琴海店）,仓山区爱琴海购物公园东百6楼,3.9,65,103,红星爱琴海广场
美团,美食,姑娘手西安肉夹馍（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园中心室内五层F5007A店面,3.5,18,13,红星爱琴海广场
美团,美食,鱼品寿司（金山店）,仓山区亭头路142号燎原新苑1#楼1层07店面,3.5,28,0,红星爱琴海广场
美团,美食,蓉李记成都名小吃（红星爱琴海店）,仓山区金山街道浦上大道198号爱琴海购物公园F5004-B铺,3.2,25,317,红星爱琴海广场
美团,美食,慢活（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园4层,4.5,25,5,红星爱琴海广场
美团,美食,酵不二酸菜活鱼研究所（爱琴海购物公园店）,仓山区浦上大道198号东百爱琴海购物公园6F,3.5,62,206,红星爱琴海广场
美团,美食,锅先生（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园4层,3.4,54,3398,红星爱琴海广场
美团,美食,那一家（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园6层,3.4,45,1393,红星爱琴海广场
美团,美食,牛一牛自助牛肉火锅（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园6层,3.1,65,409,红星爱琴海广场
美团,美食,星洲小聚（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园6层,3.3,90,2009,红星爱琴海广场
美团,美食,大丰收鱼庄（爱琴海店）,仓山区爱琴海购物中心4层F4006-B,3.4,77,980,红星爱琴海广场
美团,美食,鲜芋仙（爱琴海店）,仓山区浦上大道189号（爱琴海购物广场负一楼）,3,23,125,红星爱琴海广场
美团,美食,老福玙（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园6层,3.3,34,528,红星爱琴海广场
美团,美食,椰子营|椰子鸡火锅（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园6层,3.8,103,2563,红星爱琴海广场
美团,美食,若可甜品（爱琴海店）,仓山区金山街道浦上大道198号爱琴海购物公园一层F1024+F1025号,3.7,39,163,红星爱琴海广场
美团,美食,芋头音乐餐吧,仓山区金榕南路803号（仓山万达斜对面菲力健身楼下浦上大道与金榕南路交叉口）,3.5,50,8,红星爱琴海广场
美团,美食,韩味吧（爱琴海店）,仓山区闽江大道爱琴海玫瑰天街1层2栋116号,4.2,33,25,红星爱琴海广场
美团,美食,Thank u mom（爱琴海购物公园店）,仓山区金山街道浦上大道爱琴海购物公园4楼,3.8,61,107,红星爱琴海广场
美团,美食,拾楼花胶鸡火锅,仓山区浦上大道爱琴海4楼,4.2,76,12,红星爱琴海广场
美团,美食,石山水美式餐厅（爱琴海购物公园店）,仓山区浦上大道198号爱琴海购物公园4层,3.6,81,1323,红星爱琴海广场
美团,美食,萨贝尔意式餐厅（红星国际店）,仓山区浦上大道爱琴海购物公园1楼1021店铺,3.6,71,213,红星爱琴海广场
美团,美食,疯狂小丸子,仓山区浦上大道198号东百爱情海店B1F层03商铺,4.2,11,1035,红星爱琴海广场
