网站名,品类,商家名称,地址,评分,人均消费,评论数,商圈
美团,美食,麦大叔·福建客家菜（东百中心MINI店）,鼓楼区八一七北路84号东百中心11楼A楼,4,62,1,东街口/三坊七巷
美团,美食,雍和会海鲜姿造（三坊七巷店）,鼓楼区光禄坊37号（近刘家大院）,5,109,22928,东街口/三坊七巷
美团,美食,小鱼小牛（东百中心店）,鼓楼区八一七北路东百中心A馆10楼（东街口地铁站C出口旁）,5,85,2209,东街口/三坊七巷
美团,美食,mua美式手工现做汉堡（三坊七巷塔巷店）,鼓楼区塔巷24号11段407A地号,5,66,405,东街口/三坊七巷
美团,美食,揽季锅物会（三坊七巷店）,鼓楼区三坊七巷澳门路28号,4.9,142,3753,东街口/三坊七巷
美团,美食,佳丽花园,鼓楼区南街街道营房里6号1-3层（澳门路石丐茶铺旁进停车场100米）,4.6,69,1533,东街口/三坊七巷
美团,美食,察禮士港式花胶鸡打边炉（三坊七巷店）,鼓楼区光禄坊66号,4.5,90,0,东街口/三坊七巷
美团,美食,阿弥陀佛珍素馆（三坊七巷店）,鼓楼区三坊七巷通湖路251号正祥望园（消防博物馆与通湖公寓交汇处正对面）,4.9,155,834,东街口/三坊七巷
美团,美食,冒鲜族火锅冒菜（鼓东路店）,鼓楼区福州市鼓楼区尚宾路26-2（尚宾路牛先生碳烤店旁，往停车场里看）,5,20,150,东街口/三坊七巷
美团,美食,茶沸君（三坊七巷店）,鼓楼区吉庇巷吉庇路35号,3,15,1,东街口/三坊七巷
美团,美食,CoCo都可（南后店）,鼓楼区南后街133号三坊七9号店面,4.6,13,266,东街口/三坊七巷
美团,美食,薯战薯决,鼓楼区杨桥东路东百大厦负二层,4.9,17,109,东街口/三坊七巷
美团,美食,EaseDay 壹直咖啡（三坊七巷店）,鼓楼区光禄坊53号（光禄坊与通湖路交叉口）,4.2,83,26,东街口/三坊七巷
美团,美食,大山料理,鼓楼区东泰路184号（碧玉花园）,4.7,34,782,东街口/三坊七巷
美团,美食,旗袍咖啡（三坊七巷店）,鼓楼区三坊七巷吉庇巷78号,5,40,465,东街口/三坊七巷
美团,美食,大头呆金汤花胶鸡（斗西店）,鼓楼区斗西路10-27号 西营里珠宝古玩城一楼,4.1,46,7,东街口/三坊七巷
美团,美食,聚福园,鼓楼区乌山路35号茂泰大楼10店A间,4.9,12,63,东街口/三坊七巷
美团,美食,华莱士（冠亚店）,鼓楼区八一七北路冠亚广场3座9号店面（近乌山路）,4.2,18,2526,东街口/三坊七巷
美团,美食,麒麟书局,鼓楼区大光里11号,4.5,75,2,东街口/三坊七巷
美团,美食,食鼎记·私房菜（三坊七巷店）,鼓楼区吉庇路61号二、三层,4,66,4139,东街口/三坊七巷
美团,美食,小叫天泡椒活田鸡（三坊七巷店）,鼓楼区三坊七巷吉庇路72号,3.4,46,17,东街口/三坊七巷
美团,美食,勺园印象江南,鼓楼区白马北路勺园里1号7座1层105号,4.4,69,2168,东街口/三坊七巷
美团,美食,心旅茶迹,鼓楼区乌山路茂泰大楼35号楼21门面,5,15,52,东街口/三坊七巷
美团,美食,麦斯晨菲老香港蛋糕（道山路店）,鼓楼区道山路3号（省妇幼大门对面）,4.4,14,105,东街口/三坊七巷
美团,美食,ZENHO天和割烹料理,鼓楼区八一七北路东百中心C2馆四楼（乔丹楼上）,3.9,395,35,东街口/三坊七巷
美团,美食,百加百炭火烤肉专门店,鼓楼区鼓楼东街口卫前街113-115号贤南商厦一楼,4.5,81,3837,东街口/三坊七巷
美团,美食,四季·映山红,鼓楼区吉庇路80号,4.2,106,4180,东街口/三坊七巷
美团,美食,大宅门市井火锅（三坊七巷店）,鼓楼区光禄坊38号,3,60,299,东街口/三坊七巷
美团,美食,聚贤大食坊（乌山店）,鼓楼区斗西路乌山路53号（黎明戴斯酒店3楼）,0,120,0,东街口/三坊七巷
美团,美食,神户明治庵,鼓楼区八一七北路133号东街口大洋百货7楼,3.7,170,17,东街口/三坊七巷
美团,美食,哈根达斯（福州三坊七巷店）,鼓楼区三坊七巷南后街93号商铺,4.5,72,0,东街口/三坊七巷
美团,美食,萨贝尔（东百观景餐厅）,鼓楼区八一七北路84-88号东百中心9楼,4.2,93,3635,东街口/三坊七巷
美团,美食,1973继光香香鸡（东百中心店）,鼓楼区八一七北路88号东百大厦负二层（地铁通道）,4.2,18,20,东街口/三坊七巷
美团,美食,文儒闽菜馆,鼓楼区通湖路文儒坊56号,4.1,224,479,东街口/三坊七巷
美团,美食,香港厨房,鼓楼区吉庇巷52号,4.2,53,706,东街口/三坊七巷
美团,美食,聚友闽菜坊,鼓楼区通湖路375号,3.5,54,4,东街口/三坊七巷
美团,美食,辻利茶铺（大洋百货店）,鼓楼区花巷八一七北路133号（大洋百货7楼）,4.3,39,36,东街口/三坊七巷
美团,美食,古千川艺烧烤音乐吧,鼓楼区勺园里5号,4.2,56,65,东街口/三坊七巷
美团,美食,杨铭宇黄焖鸡米饭（卧湖店）,鼓楼区卧湖路6号,3.5,18,1,东街口/三坊七巷
美团,美食,夕时意境闽味餐厅（东街口店）,鼓楼区杨桥路3号三友大厦三楼,4,127,2,东街口/三坊七巷
美团,美食,C2Lounge禧坊音乐酒肆,鼓楼区八一七北路126号东百C2馆三楼（大洋百货斜对面）,0,77,9,东街口/三坊七巷
美团,美食,溪雨观酸菜鱼（东街口东百店）,鼓楼区八一七北路88号东百中心C2馆负二楼,3.9,75,186,东街口/三坊七巷
美团,美食,阿婆牛杂,鼓楼区杨桥东路24-12号,4.3,16,17,东街口/三坊七巷
美团,美食,拿坡里小镇（冠亚店）,鼓楼区冠亚广场美食街4座06号,4.1,60,1238,东街口/三坊七巷
美团,美食,正宗太湖清水大闸蟹（乌山店）,鼓楼区乌山支路26号乌山新村农贸市场1层28号,3.5,0,2,东街口/三坊七巷
美团,美食,醉仙楼,鼓楼区乌山路乌山苑2座1号店,3.5,21,3,东街口/三坊七巷
美团,美食,晶榕茶饮,鼓楼区安泰街道澳门路18号店面,3.5,13,0,东街口/三坊七巷
美团,美食,木有茶,鼓楼区八一七北路268号,4.2,17,13,东街口/三坊七巷
美团,美食,最翁亭（三坊七巷店）,鼓楼区吉庇路61号,4.5,262,7,东街口/三坊七巷
美团,美食,捷客莱汉堡,鼓楼区道山路219号金品公寓1-2#楼连接体1层02店面,4.3,0,17,东街口/三坊七巷
美团,美食,蒸尚米,鼓楼区道山路77号,3.5,20,20,东街口/三坊七巷
美团,美食,Supreme tea,鼓楼区鼓西街道杨桥东路24-7号店面-1,3.9,25,33,东街口/三坊七巷
美团,美食,福来茶馆,鼓楼区南后街53号,5,55,1706,东街口/三坊七巷
美团,美食,舊巷南（道山路旗舰店）,鼓楼区道山路131号,3.9,22,24,东街口/三坊七巷
美团,美食,南波万寿司外卖（三坊七巷店）,鼓楼区通湖路351号,4.5,30,48,东街口/三坊七巷
美团,美食,塔巷口（东街口店）,鼓楼区三坊七巷塔巷43号（东百旁边）,3.9,42,11,东街口/三坊七巷
美团,美食,tea11 精酿茶饮专门店（东百中心店）,鼓楼区八一七北路东百中心C馆B2层38号,3.7,15,70,东街口/三坊七巷
美团,美食,中瑞餐厅,鼓楼区安民巷58号中瑞剧坊二楼,5,78,40,东街口/三坊七巷
美团,美食,秘點心港式茶点（三坊七巷店）,鼓楼区三坊七巷吉庇巷48号（吉庇巷中段食鼎记对面）,3.8,54,2440,东街口/三坊七巷
美团,美食,春秋揽中鲜（三坊七巷店）,鼓楼区福州市鼓楼区光禄坊55号（逼湖路与光禄坊的交叉路口）,4,108,1,东街口/三坊七巷
美团,美食,南乡·广东顺德菜（柏联店）,鼓楼区古田路177号（柏联时代广场1#楼）,4.5,124,0,五一广场/古田路
美团,美食,觅云云南菜·翎韵（正大广场店）,鼓楼区五一中路18号正大广场4层,5,85,518,五一广场/古田路
美团,美食,汕头八合里海记牛肉店（金润店）,鼓楼区五一中路与古田路交叉路口金润大厦一层,4.8,86,487,五一广场/古田路
美团,美食,老福洲徐记（斗东店）,鼓楼区八一七中路55号洪腾阁5号店面（福州大饭店斜对面）,4.1,87,52,五一广场/古田路
美团,美食,麟悦·精细中国菜,鼓楼区建华支巷5号泊玥酒店一层,5,389,199,五一广场/古田路
美团,美食,焙乐滋,鼓楼区海潮东路天天向上KTV旁（如家酒店一层）（如家酒店一层、近西禅寺蒙古营五四路五一广场/古田路正祥中心）,5,16,1011,五一广场/古田路
美团,美食,向阳坊（福新路店）,鼓楼区福新路277-2号（双子星站附近）,4.4,13,152,五一广场/古田路
美团,美食,御品一刀腊汁肉夹馍（六一北路店）,鼓楼区六一北路水部街道古田支路176号中诚都市花园2#，3#，7#楼链接体一层27店面,4.9,18,180,五一广场/古田路
美团,美食,海天盛宴海鲜自助（正大广场店）,鼓楼区五一中路正大广场4楼,4.5,397,6522,五一广场/古田路
美团,美食,凯逸轩,鼓楼区古田支路176号中城名仕汇8号楼1-4层（沃尔玛长城店对面）,4.4,142,1578,五一广场/古田路
美团,美食,富豪酒家（正大广场店）,鼓楼区五一中路18号正大广场5层,3.8,79,261,五一广场/古田路
美团,美食,蜀九香（金福大厦店）,鼓楼区新权南路12号金福商厦2楼（香格里拉斜对面）,4.1,148,1723,五一广场/古田路
美团,美食,宋峰桑水餐厅（五一店）,鼓楼区五一广场海底支路白金大厦4楼中国银行楼上（福建大剧院东侧对面）,5,93,123,五一广场/古田路
美团,美食,咕叽咕鸡·手撕蒸鸡（六一店）,鼓楼区古田路132-5号福达商厦一层（呼啦啦KTV旁）,4.4,37,3578,五一广场/古田路
美团,美食,牛梦香自助牛肉火锅,鼓楼区六一北路573号天创佳缘1楼,4.3,85,278,五一广场/古田路
美团,美食,老重庆老邓土灶鱼火锅,鼓楼区先施大厦,5,71,73,五一广场/古田路
美团,美食,味千拉面（福州正大广场分店）,鼓楼区五一中路18号正大广场2层,4,46,5,五一广场/古田路
美团,美食,1718海鲜火锅（六一店）,鼓楼区古田路177号柏联时代广场3楼,4.5,145,19,五一广场/古田路
美团,美食,烧哥烤鱼·鸡公煲（福新店）,鼓楼区水部街道郊委小区（重庆鸡公煲旁）,4.3,44,247,五一广场/古田路
美团,美食,鲜丰水果（六一路店）,鼓楼区水部街道古田支路176号中城都市花园2#3#7#楼连接层一层28号店面,3.9,26,1,五一广场/古田路
美团,美食,豪客来牛排（福新中路店）,鼓楼区福新中路99号景盛大厦1楼（家乐福对面）,3.7,55,946,五一广场/古田路
美团,美食,荣誉大酒楼（五一中路店）,鼓楼区五一中路18号大洋天地6楼（近五一广场）,4.4,112,867,五一广场/古田路
美团,美食,果珍好（紫新路店）,鼓楼区福马路82号,3.9,23,4,五一广场/古田路
美团,美食,super颂轻食工坊,鼓楼区古田路46-5号先施時尚中心一楼,4.5,34,5,五一广场/古田路
美团,美食,芝城故事·闽北建瓯菜,鼓楼区水部街道古田路107号中美大厦2层01室,3.5,60,0,五一广场/古田路
美团,美食,风清扬鱼蛙工坊（鱼蛙工坊铁道大厦店）,鼓楼区五一中路铁道大厦高桥巷内,4.6,43,192,五一广场/古田路
美团,美食,苏蟹阁阳澄湖大闸蟹（福马路店）,鼓楼区福马路88号（2号地铁紫阳站B出口到紫阳公交站）,3.5,0,3,五一广场/古田路
美团,美食,渔傅·海岸角霞浦海鲜（福新路店）,鼓楼区福新中路76-5号省彩印厂对面（原海岸角海鲜）,4.1,108,23,五一广场/古田路
美团,美食,人缘客佳古风火锅,鼓楼区古田路177号（柏联时代广场2#楼）,3.5,69,0,五一广场/古田路
美团,美食,德克士（六一环岛店）,鼓楼区古田路177号柏联时代广场一层A3与A4室德克士餐厅,4,25,0,五一广场/古田路
美团,美食,美德园中西自助餐厅,鼓楼区八一七中路103号顺丰楼4层（福州大饭店西侧）,4.2,22,4444,五一广场/古田路
美团,美食,回魏大牌档（福新中路店）,鼓楼区福新中路75号永同昌大厦1楼2号店面,4.2,64,10,五一广场/古田路
美团,美食,合口味汕头牛肉火锅,鼓楼区福新中路83号,3.5,51,1,五一广场/古田路
美团,美食,品味东北私房菜,鼓楼区冠正大厦,3.5,46,7,五一广场/古田路
美团,美食,派提小酒馆,鼓楼区福州市鼓楼区古田路柏联时代广场2层A4,3.5,60,8,五一广场/古田路
美团,美食,金尼烤肉,鼓楼区古田路177号柏联时代广场一层C2室,3.5,72,0,五一广场/古田路
美团,美食,小当家米嘟蛋糕,鼓楼区六一中路79-6东光大楼,4,0,18,五一广场/古田路
美团,美食,日光海蒸鲜工坊,鼓楼区六一北路558号金三桥大厦A座1楼（太平洋保险隔壁，米乐星KTV楼下）,4.2,118,872,五一广场/古田路
美团,美食,彼·时刻跨境生活体验馆,鼓楼区古田路132号福达商厦一楼（中城名仕汇正门斜对面）,5,62,82,五一广场/古田路
美团,美食,惹·泡粉专门店,鼓楼区水部街道六一北路614号店面,3.9,22,12,五一广场/古田路
美团,美食,85度C（福州六一店）,鼓楼区古田路177号智信城(近六一环岛),4,27,0,五一广场/古田路
美团,美食,钳龍爷火锅·小龙虾,鼓楼区水部街道古田路177号柏联时代广场四层A1室,4,95,5,五一广场/古田路
美团,美食,一品粥（六一环岛中城名仕汇店）,鼓楼区六一北路624号（沃尔玛对面）,5,54,35,五一广场/古田路
美团,美食,山里人家（六一路店）,鼓楼区六一北路587号,4.3,61,52,五一广场/古田路
美团,美食,安德鲁森（福新路店）,鼓楼区水部街道福新路297号（综合楼底层106店面）,4,16,28,五一广场/古田路
美团,美食,阳澄湖渔夫大闸蟹（福新店）,鼓楼区福新中路73号2号楼店面,4.2,80,21,五一广场/古田路
美团,美食,辣皇朝（福新中路店）,鼓楼区福新中路75-12号永同昌大厦1楼（福建彩印厂店面）,3.8,99,3313,五一广场/古田路
美团,美食,里外咖啡宵夜餐吧,鼓楼区六一中路海鼓楼里一楼,4.1,49,47,五一广场/古田路
美团,美食,switch音乐餐厅,鼓楼区新权南路12-9号,3.7,118,22,五一广场/古田路
美团,美食,蒸鸡先生,鼓楼区福马路82号（阳光城底商）,3.5,56,0,五一广场/古田路
美团,美食,玛格利塔现烤披萨（六一店）,鼓楼区水部街道古田支路176号中城都市花园8#楼02、03店面,3.8,22,115,五一广场/古田路
美团,美食,片片福·肉片工匠（六一北路店）,鼓楼区六一北路644号沃尔玛正对面,3.5,14,60,五一广场/古田路
美团,美食,夏宫餐厅（香格里拉大酒店）,鼓楼区新权南路9号香格里拉大酒店二层 ,3.8,159,4944,五一广场/古田路
美团,美食,潮楼阁汕头牛肉馆,鼓楼区长乐北路246号,4,45,17,五一广场/古田路
美团,美食,同君福大酒楼,鼓楼区长乐北路218号（国一大厦3楼和4楼）,3.7,100,210,五一广场/古田路
美团,美食,谦信烧鸟居酒屋,鼓楼区新权南路12号金福商厦12-7店面（香格里拉停车场对面，蜀九香楼下）,3.6,102,139,五一广场/古田路
美团,美食,福州大饭店-中餐厅,鼓楼区斗东路1号福州大饭店内（近八一七中路口）,4.1,124,15,五一广场/古田路
美团,美食,ALOKA OYSTER BAR阿罗卡蚝门料理,鼓楼区新权南路12号金福商厦1号店面（香格里拉酒店斜对面）,4.8,240,55,五一广场/古田路
美团,美食,金味德,鼓楼区王庄街道长乐北路118-5号,4.7,22,183,五一广场/古田路
美团,美食,肯德基（先施店）,鼓楼区五一北路188号一，二层,3.5,30,0,五一广场/古田路
美团,美食,麦大叔·福建客家菜（五四新华都店）,鼓楼区五四路新华都广场附属楼2楼（新华都超市出口楼上）,3.3,81,111,五四路
美团,美食,大喜牛潮汕牛肉火锅（五四营迹店）,鼓楼区鼓东街道营迹路恒力创富中心,5,97,438,五四路
美团,美食,新华都海物会（五四店）,鼓楼区五四路162号华城国际五楼（电梯出口处）,5,154,1814,五四路
美团,美食,天狗山日本料理（省体店）,鼓楼区北环中路131号时代金典大厦（近省烟草大厦）,4.9,138,2188,五四路
美团,美食,小韩屋·石器食代,鼓楼区观风亭街99号（七海花园西门门口）,5,30,232,五四路
美团,美食,冲天吼小龙虾,鼓楼区五四路126号王府井负一层06号店面（屈臣氏外围）,4.6,81,651,五四路
美团,美食,幸福味道（五四店）,鼓楼区树兜路2-4号店面,5,25,249,五四路
美团,美食,半岛翡丽海鲜自助餐厅,鼓楼区湖东路宏利大厦背后观风亭街23号（公正台湾美食城二楼）,4.7,407,1339,五四路
美团,美食,天福海鲜大酒楼,鼓楼区五四路138号天福大厦四楼（近环球广场旁）,4.6,126,228,五四路
美团,美食,焱匠,鼓楼区鼓东街道营迹路69号恒力创富中心2楼,4.3,305,120,五四路
美团,美食,我在咖啡（华林店）,鼓楼区鼓东街道华林路169号1号楼一层3-1号商铺,5,75,71,五四路
美团,美食,STARSTAR黑金巨霸汉堡（五四店）,鼓楼区鼓东街道观风亭街99号七海花园2号楼1层09店面-2,4.2,30,18,五四路
美团,美食,元兆寿司（鼓楼店）,鼓楼区观凤亭街50-1号,4.6,47,2545,五四路
美团,美食,珮姐老火锅,鼓楼区温泉支路10号珮姐老火锅2楼,4,101,55,五四路
美团,美食,舒馨小厨,鼓楼区五四路226号（舒馨时代酒店一楼）,5,79,1135,五四路
美团,美食,华丰贺氏（营迹店）,鼓楼区营迹路69号恒力创富中心一层1-05店面（近省城乡规划设计研究院）,4.2,15,625,五四路
美团,美食,必胜客（五四店）,"鼓楼区五四路162号华福广场南楼一,2楼（新华都超市）",4,64,0,五四路
美团,美食,汉堡王（宏利店）,鼓楼区湖东路168号宏利大厦一层,4,33,9,五四路
美团,美食,向阳坊（树兜店）,鼓楼区五四路与华林路交叉口嘉键大厦1楼1号店（近华林路）,3.7,12,263,五四路
美团,美食,老虎山·台湾黑糖专売店（树兜店）,鼓楼区五四路254-4号,4.8,18,59,五四路
美团,美食,金象湾泰国餐厅（华林路店）,鼓楼区华林路169号武夷大酒店2楼,4,109,267,五四路
美团,美食,旺巴蜀火锅串串香（五四路店）,鼓楼区五四路243号树兜地铁D出口,3.2,81,59,五四路
美团,美食,热血兄弟（三盛国际中心店）,鼓楼区鼓东街道五四路118号三盛国际中心东塔1楼03铺,3.5,146,23,五四路
美团,美食,丝诺歌咖啡,鼓楼区五四路226号（舒馨酒店院内）,4.3,24,418,五四路
美团,美食,哈肯铺（营迹路店）,鼓楼区营迹路69号,4,23,5,五四路
美团,美食,85度C（新华都五四店）,鼓楼区五四路162号新华都购物广场1层（环球广场旁）,4,25,0,五四路
美团,美食,一芳台湾水果茶（华林路店）,鼓楼区华林路169-2号,3.9,16,465,五四路
美团,美食,别有天吴家私房菜,鼓楼区五四路国际大厦3楼,4,94,7,五四路
美团,美食,印象麦品（恒力店）,鼓楼区五四路恒力创富中心一楼,4.5,27,2,五四路
美团,美食,隐割烹料亭,鼓楼区湖东路168号,3.5,396,0,五四路
美团,美食,一同楼（五四店）,鼓楼区五四路210号国际大厦2楼,3.7,106,9,五四路
美团,美食,T站Taste Lab精酿啤酒站·墨西哥菜,鼓楼区永安街11号,4.5,95,0,五四路
美团,美食,德克士（恒力创富店）,鼓楼区鼓东街道营迹路69号（恒力创富中心一楼）,4,25,0,五四路
美团,美食,雲记茶餐厅,鼓楼区华大街道华林路188号综合楼一层07店面,4,43,1,五四路
美团,美食,源牛海记·特色牛肉火锅（观风亭店）,鼓楼区观风亭街23号公正台湾美食城一层A8,3.5,80,7,五四路
美团,美食,嘿糖,鼓楼区五四北路260号福建工业技术展览交流中心一楼南面,4.2,11,19,五四路
美团,美食,85度C（福州新华都屏东店）,鼓楼区华林路新华都屏东城一楼8号,4,26,0,五四路
美团,美食,EFC韩国炸鸡披萨,鼓楼区鼓东街道观风亭街50号嘉华新城小区一楼22-23店面,4.1,20,61,五四路
美团,美食,蒋先生东北烤肉,鼓楼区三港路五四路138号,4,74,6,五四路
美团,美食,索菲斯屏山酒店自助餐厅,鼓楼区华林路树兜12号索菲斯屏山酒店内（近屏东）,4,122,877,五四路
美团,美食,库BEER世界精酿啤酒库（时代金典店）,鼓楼区北二环中路131号（省体对面）,3.3,94,25,五四路
美团,美食,八海里海鲜牛肉锅物会,鼓楼区华林路188号（农科院综合楼三楼东区）,3,101,47,五四路
美团,美食,娟娟粥铺,鼓楼区公正一路观风亭街35-14,4.2,17,101,五四路
美团,美食,珍宝海鲜,鼓楼区八一七北路东百商业中心C-1馆3层,4.3,213,65,东街口
美团,美食,木森茶（六一店）,鼓楼区六一北路298号金龙新村沿街商铺（近恒宇国际）,5,17,516,东街口
美团,美食,华莱士（井大店）,鼓楼区鼓东街道井大路157号都市丽景05号店面,4.8,16,80,东街口
美团,美食,印象老北京火锅,鼓楼区贤南路26号（贤南商厦旁）,3.5,89,377,东街口
美团,美食,周麻婆（东水路店）,鼓楼区东水路60-3号（旧国税局旁）,4.8,34,198,东街口
美团,美食,鲜牛汇（井大店）,鼓楼区井大路205-2,5,17,169,东街口
美团,美食,胜鱻潭蒸汽鱼（五一广场店）,鼓楼区五一北路144-1号,3.8,66,108,东街口
美团,美食,海底诱惑重庆老火锅（五四路王府井店）,鼓楼区王府井百货六楼,5,96,2157,东街口
美团,美食,越城记黑鱼煲（王府井店）,鼓楼区五四路王府井百货B1楼,4.7,57,3472,东街口
美团,美食,吴小糖沙拉煎饼,鼓楼区井大路205号,4.6,14,120,东街口
美团,美食,DQ（王府井店）,鼓楼区五四路126号王府井百货B1楼B1-B20铺位,4.7,27,424,东街口
美团,美食,玛格利塔（湖东路店）,鼓楼区湖东路165-9华闽大厦1号店面（湖东路与井大路交叉口）,4.6,21,4393,东街口
美团,美食,元莱COFFEE,鼓楼区鼓东街道五显巷20号,3.5,15,2,东街口
美团,美食,小鱼小牛（王府井店）,鼓楼区五四路128号王府井百货7楼,4.4,81,3842,东街口
美团,美食,東京烧肉一町,鼓楼区湖东路169号中闽天骜大厦1楼,4.7,142,41,东街口
美团,美食,谷田稻香（王府井店）,鼓楼区五四路128号王府井百货B1层,4.1,33,57,东街口
美团,美食,雍和会海鲜姿造自助（湖东店）,鼓楼区湖东路171号中旅大厦二楼（五四路）,4.7,383,10672,东街口
美团,美食,极面道（王府井店）,鼓楼区五四路128号王府井百货负一楼（近闽江饭店侧入口扶梯下负一层）,4.9,41,173,东街口
美团,美食,酵不二酸菜活鱼研究所（王府井店）,鼓楼区五四路128号王府井百货6楼,4.3,71,37,东街口
美团,美食,渔傅·蓝海岸霞浦海鲜（正祥店）,鼓楼区五一北路正祥中心4座2层（中国珠宝右侧观光电梯上）,4.4,118,2795,东街口
美团,美食,寒月咖啡实验室,鼓楼区卫前里62号（卫前街一坐城旁，太平境斜对面）,4.5,24,2,东街口
美团,美食,说麻道辣（温泉店）,鼓楼区温泉支路28号一8（珊珊粥铺楼上、公交车站对面）,5,55,325,东街口
美团,美食,台湾森山仙草（井大店）,鼓楼区井大路庆成花园外围55-6号店（庆城公交站）,4.5,16,326,东街口
美团,美食,Double Time Restaurant & Lounge 魔时西餐厅·酒吧（王府井店）,鼓楼区五四路王府井百货南面外街一楼（星巴克旁）,5,106,143,东街口
美团,美食,一米蒸（井大店）,鼓楼区井大路216-3号店面,4.6,16,497,东街口
美团,美食,潮福城大酒楼（阳光城店）,鼓楼区福新西路28号阳光城三期2楼（近东水路建设银行旁）,4.4,78,16514,东街口
美团,美食,华丰贺氏（福新店）,鼓楼区福新西路117号大华公寓5-6店面,4.1,15,685,东街口
美团,美食,海联潮港城,鼓楼区东门塔头路1号海联亚朵酒店2-3楼,4.4,56,6198,东街口
美团,美食,吉野家（王府井店）,鼓楼区五四路王府井负一楼,3.7,22,1441,东街口
美团,美食,福稷私房面（湖东路店）,鼓楼区湖东路171-18号（中国银行正对面）,3.4,22,59,东街口
美团,美食,小岩咔哩（井大直营店）,鼓楼区井大路211号-1,4.2,28,13,东街口
美团,美食,大龙燚火锅（恒宇国际店）,鼓楼区温泉支路东城街边39号恒宇国际1楼（原H2酒吧隔壁）,3.8,100,2109,东街口
美团,美食,大丰收鱼庄（王府井店）,鼓楼区五四路王府井百货6楼,3.6,77,1332,东街口
美团,美食,闽味馆（东百店）,鼓楼区杨桥东路东百中心A馆11楼,5,89,118,东街口
美团,美食,九门寨石锅鱼（福新店）,鼓楼区水部街道福新路45号福新新村B23#楼10#店面,3.8,51,320,东街口
美团,美食,美汉堡炸鸡（井大店）,鼓楼区鼓东街道井大路157号都市丽景大厦1楼05室店面,3.3,18,143,东街口
美团,美食,味千拉面（五四路分店）,鼓楼区五四路126号王府井百货第负一层,4,45,0,东街口
美团,美食,第5大道（井大路店）,鼓楼区井大路55-4号（庆城公交站旁）,5,46,749,东街口
美团,美食,态美味小份烤鱼,鼓楼区鼓东路92号,4.5,27,20,东街口
美团,美食,85度C（福新路店）,鼓楼区福新路28号阳光城三期1#、2#连接体1层07店面（水部门兜新华都）,4,25,0,东街口
美团,美食,鸟匠·日式串烧清酒Bar（闽江饭店）,鼓楼区鼓东街道五四路130号1层闽江饭店大堂直走100米,3.8,134,15,东街口
美团,美食,蟹庄缘阳澄湖大闸蟹（晋安店	）,鼓楼区晋安中路141号,3,0,0,东街口
美团,美食,蛙舍•海鲜牛蛙（王府井店）,鼓楼区东街街道五四路128号中旅程二期地下室1层92商业营业区,3.4,86,3006,东街口
美团,美食,蚌壳兄弟锡纸花甲粉,鼓楼区温泉街道金泉路8号（金汤花园3号楼底层北侧店面）,3.5,20,3,东街口
美团,美食,笼么么（东水店）,鼓楼区东水路105号,4,18,2,东街口
美团,美食,大井作町寿司,鼓楼区鼓东街道井大路157号都市丽景1层2号店面,3.5,30,1,东街口
美团,美食,快乐柠檬（王府井店）,鼓楼区五四路128号王府井百货B1楼,4.4,19,24,东街口
美团,美食,广芳园老香港茶点（井大路137号店）,鼓楼区井大路113号,4.2,23,0,东街口
美团,美食,石川咖喱堂,鼓楼区鼓东街道井大路113号柒星佳寓1层06商业用房-02,3.5,0,0,东街口
美团,美食,Here's小酒馆（希尔斯小酒馆）,鼓楼区八一七北路189号安泰中心二楼（东街口东百C馆喜茶对面）,3.5,63,1,东街口
美团,美食,老鸭粉丝馆（六一北路店）,鼓楼区六一北路286-2号,4.2,19,26,东街口
美团,美食,麦焙客（湖东店）,鼓楼区湖东路171-14号,4.6,15,37,东街口
美团,美食,叩听咖啡 kotiin cafe,鼓楼区福新路226-1号，双子星大厦对面 鼓楼公安分局旁琼福路 往里50米,4.1,47,12,东街口
美团,美食,愿茶（龙华店）,鼓楼区五一北路170号（龙华天桥站牌后面）,5,18,1426,东街口
美团,美食,老北京十三香小龙虾,鼓楼区温泉街道六一北路528号华盛顿2层A座店面,3.5,58,1,东街口
美团,美食,欧阳泰泰,鼓楼区井大路211号,4.6,22,62,东街口
美团,美食,马克杯面食吧（福新店）,鼓楼区福新路10-2 号（新华都购物广场1楼）,4.4,21,164,东街口
美团,美食,久久江记海鲜火锅（福新路明星店）,鼓楼区六一北路与福新路口交叉口处（华盛大厦一楼）,4,96,828,东街口
美团,美食,京师傅北京烤鸭,鼓楼区古楼街道井大路157-9号,4.4,30,20,东街口
美团,美食,小汤主东南亚风味麻辣烫（王府井店）,鼓楼区鼓东街道五四路128号中旅城二期地下室地下一层18商业营业区,4.2,32,238,东街口
美团,美食,鲤升源·成都印象,台江区江滨中大道126-4号（元洪城背后江滨公园内）,3.8,65,269,台江广场/元洪城
美团,美食,小鱼小牛时尚欢乐餐厅（元洪城店）,台江区台江路95号元洪商场第四层4F-T03商铺,4.7,82,3996,台江广场/元洪城
美团,美食,大丰收脆鱼（元洪店）,台江区台江路东百元洪商场4楼,5,80,1528,台江广场/元洪城
美团,美食,忠惠酱鸭捞化老铺（老药洲店）,台江区老药洲街66号,5,22,1719,台江广场/元洪城
美团,美食,华莱士炸鸡汉堡（光明店）,台江区六一中路396号光明城A、B、C、D#楼1层44店面,4.6,18,610,台江广场/元洪城
美团,美食,卡乐巴巴,台江区台江步行街台江路95号（元洪城5楼海底捞边上）,5,18,117,台江广场/元洪城
